KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,
787.01,3.1631,950,39,104.0208,0.0025,4.431061,0.000075,11.1,0.27,0.02873,0.00055,0,0.03,2.9,0.054,1020,3.8E-05,2,,,
787.02,2.1124,401,12,66.8549,0.0064,5.68952,0.00015,21.8,1.5,0.0219,0.0012,0.0618,-,2.2,0.063,944,-,4,,,
788.01,3.3280,1574,29,109.0511,0.0032,26.3953,0.00057,47,158,0.04,0.028,0.7,1.6,3.2,0.166,463,2.4E-05,2,,,
790.01,2.6555,913,23,107.1626,0.0039,8.47239,0.00023,25.1,1.1,0.02876,0.00094,0.02,0.01,1.4,0.076,551,3.8E-05,2,,,
791.01,4.9811,5794,181,113.89115,0.00077,12.611939,0.000069,20.757,0.099,0.07053,0.00028,0.0007,-,7.1,0.107,718,1.8E-05,2,,,
794.01,2.4001,369,22,102.6744,0.0036,2.539147,0.000061,8.98,0.35,0.02019,0.00063,0.0296,-,2.1,0.037,1296,1.0E-04,2,NoObs,,
795.01,1.8917,1318,31,103.5759,0.0022,6.77034,0.0001,29.7,1.2,0.03458,0.00099,0.02,0.042,2.4,0.069,733,8.6E-05,2,,,
797.01,2.9281,5617,111,110.1418,0.0011,10.18151,0.000069,21.8,6.5,0.07652,0.00073,0.49,0.15,7.7,0.094,791,5.9E-05,3,,,
799.01,1.6033,1406,70,102.81727,0.00087,1.6266615,0.0000097,5.6,1.7,0.03934,0.00063,0.57,0.17,4.5,0.027,1511,1.1E-04,3,,,
800.01,3.0081,886,38,103.0385,0.0023,2.711437,0.000043,7.37,0.17,0.02941,0.00053,0.0402,-,2.7,0.039,1224,9.4E-05,2,NoObs,,
800.02,3.9728,851,26,105.8128,0.0044,7.21227,0.00022,14,99,0.027,0.034,0.2,3.1,2.5,0.075,882,9.5E-05,2,NoObs,,
801.01,2.4077,7753,533,103.82617,0.00016,1.6255204,0.0000017,5.639292,0.000006,0.081,0.013,0.001,-,9.6,0.027,1525,6.4E-05,2,NoObs,,
802.01,2.2149,20618,264,114.88094,0.00028,19.620402,0.00004,83,15,0.1345,0.0049,0.26,0.49,7.3,0.139,464,4.6E-05,2,,,
804.01,3.1943,909,29,110.2,0.0033,9.02971,0.00022,16,56,0.031,0.021,0.7,1.6,3.0,0.083,735,9.3E-05,2,,,
805.01,7.8222,17128,430,107.58168,0.00069,10.327948,0.000074,11.377346,0.000082,0.1195,0.0095,0.0002,-,14.4,0.094,820,2.2E-05,3,,,
806.01,8.9776,9416,57,87.2386,0.0035,143.1814,0.0027,133,47,0.0933,0.0073,0.29,0.68,9.0,0.53,296,3.0E-05,2,NoObs,,
806.02,6.6246,18462,195,176.89513,0.00088,60.32875,0.00037,78.27,0.44,0.12509,0.00053,0.03,0.017,12.1,0.298,395,2.4E-05,2,NoObs,,
806.03,4.6342,1027,14,83.6924,0.0086,29.1654,0.0012,47.3,7,0.032,0.08,0.391,0.03,3.1,0.183,504,4.4E-05,2,NoObs,,
809.01,1.9942,15323,602,103.64747,0.00018,1.5947453,0.0000027,7.145002,0.000012,0.114,0.065,0.0001,-,12.2,0.027,1512,2.2E-05,2,,,
810.01,2.3449,944,41,103.51,0.0018,4.782942,0.000062,14,45,0.03,0.022,0.5,1.8,2.7,0.054,859,4.2E-05,2,,,
811.01,4.2008,2090,48,114.4316,0.0021,20.50617,0.00032,39.8,0.74,0.04186,0.0006,0.031,0.041,4.3,0.141,544,4.3E-05,2,,,
812.01,1.8467,1620,43,104.9773,0.0015,3.34024,0.000035,13,50,0.039,0.028,0.5,2.1,2.5,0.036,720,4.3E-05,2,,,
812.02,3.2972,1374,21,80.4576,0.0054,20.06086,0.00047,50.3,2.2,0.0352,0.0011,0.031,0.064,2.2,0.118,398,-,4,,,
812.03,4.7450,1356,14,98.2376,0.01,46.1851,0.0019,75.7,4.2,0.0341,0.0017,0.003,0.017,2.1,0.206,301,-,4,,,
813.01,2.2740,8285,258,103.52731,0.0003,3.8959257,0.0000082,14.23,0.067,0.08461,0.00029,0.0009,-,6.5,0.048,902,8.1E-05,2,,,
814.01,5.1665,867,19,108.4529,0.005,22.367,0.00045,33,173,0.028,0.031,0.4,2.5,1.8,0.15,456,1.4E-04,2,,,
815.01,2.9262,4547,62,105.6313,0.0017,34.8442,0.00043,47,14,0.101,0.013,0.94,0.28,10.4,0.209,502,2.6E-05,2,,,
816.01,3.4728,2224,70,107.9981,0.0018,7.748017,0.000094,17.74,0.23,0.04406,0.00045,0.02,0.022,4.6,0.078,882,1.1E-04,2,,,
817.01,3.1504,1145,12,119.2141,0.0058,23.9716,0.0011,64.4,4.6,0.033,0.002,0.03,0.028,2.1,0.129,370,2.7E-05,3,NoObs,,
818.01,2.4193,1491,33,109.3409,0.0023,8.11429,0.00013,21,59,0.04,0.021,0.7,1.4,3.6,0.066,591,5.0E-05,2,NoObs,,
821.01,4.3866,1138,21,107.0084,0.0072,21.8131,0.0015,34,171,0.034,0.033,0.6,2.2,3.9,0.154,623,1.2E-04,2,,,
822.01,3.0811,15030,257,105.18019,0.00031,7.919371,0.000017,15.49,0.73,0.1279,0.0015,0.73,0.18,11.5,0.078,783,-,3,,,
823.01,1.4379,5028,58,103.22827,0.00086,1.0284369,0.0000061,4.2,1.3,0.0753,0.0015,0.6,0.18,8.7,0.021,1874,-,3,,,
824.01,3.7671,17920,80,106.6086,0.0014,15.3755,0.00048,39.69,0.58,0.1221,0.0013,0.028,0.028,12.5,0.117,604,1.7E-05,2,,,
825.01,3.2182,779,21,109.9535,0.004,8.10341,0.00023,16,66,0.028,0.026,0.6,1.9,2.4,0.074,671,3.2E-05,2,,,
826.01,2.9092,705,40,104.134,0.0022,6.365997,0.000094,17.35,0.39,0.02535,0.00045,0.017,-,1.7,0.066,749,5.3E-05,2,,,
827.01,2.5968,792,30,107.7764,0.0028,5.97569,0.00012,12,40,0.03,0.017,0.8,1.4,3.1,0.066,960,1.3E-04,2,,,
829.01,4.2648,823,27,107.7772,0.0041,18.64902,0.00053,34.8801,0.0027,0.03,0.34,0.015,0.01,2.6,0.14,651,5.4E-05,2,,,
829.02,4.1408,371,17,71.7806,0.0073,9.75222,0.00032,14,76,0.02,0.022,0.7,2.1,1.9,0.091,807,-,4,,,
829.03,4.5589,899,22,96.8416,0.0056,38.5596,0.001,67.1,2.6,0.02809,0.00086,0.008,0.033,2.7,0.228,510,-,4,,,
830.01,2.6064,21628,1241,103.04717,0.00007,3.5256346,0.0000018,11.745,0.012,0.13434,0.0001,0.0003,-,7.7,0.042,767,2.1E-05,2,1,,
833.01,1.5895,2225,80,106.2753,0.00075,3.951399,0.000021,13.5,4,0.04987,0.00071,0.6,0.18,4.3,0.05,1012,1.0E-04,2,,,
834.01,8.1433,3244,156,104.3739,0.0012,23.65422,0.00021,23.3,0.1,0.05283,0.00022,0.02,0.014,4.9,0.163,564,3.7E-05,2,,,
834.02,6.4410,413,23,73.3322,0.0074,13.23311,0.0004,14,66,0.02,0.02,0.5,2.2,1.9,0.111,683,-,4,,,
834.03,4.6117,254,18,67.8245,0.0074,6.15542,0.0002,10.44,0.18,0.01505,0.00052,0.03,0.01,1.4,0.066,886,-,4,,,
834.04,3.3378,130,14,67.1598,0.0078,2.090925,0.000069,5.63,0.2,0.01504,0.00044,0.083,-,1.4,0.032,1273,-,4,,,
835.01,2.9410,919,32,113.9362,0.0028,11.76296,0.00024,24,77,0.031,0.021,0.7,1.6,1.6,0.092,485,1.3E-04,2,,,
837.01,2.2850,815,21,107.6615,0.0035,7.95367,0.00019,26.7,1.3,0.02694,0.00099,0.0149,-,1.8,0.072,625,5.8E-05,2,,,
837.02,2.3116,338,13,68.9218,0.006,4.14459,0.00011,15.96,0.96,0.0213,0.00091,0.0707,-,1.4,0.047,774,-,4,,,
838.01,2.0055,4352,92,106.0116,0.00083,4.859373,0.000027,12.5,3.7,0.07226,0.00097,0.7,0.21,7.8,0.057,1066,-,3,,,
840.01,1.9910,9578,454,102.9486,0.00017,3.0403244,0.0000034,12,1.7,0.0957,0.0031,0.62,0.35,10.7,0.04,1098,6.8E-05,2,NoObs,,
841.01,3.4700,2885,35,107.0016,0.003,15.33611,0.00033,34.98,0.96,0.0485,0.0011,0.015,0.01,4.0,0.118,583,5.5E-05,2,NoObs,,
841.02,4.7489,4056,41,86.4334,0.0028,31.32865,0.00044,54.1,1.1,0.05959,0.00099,0,0.027,4.9,0.191,458,4.9E-05,2,NoObs,,
842.01,3.0857,1131,32,108.3511,0.0028,12.71862,0.00026,28,87,0.032,0.022,0.5,1.8,2.8,0.097,565,6.2E-05,2,,,
842.02,4.2580,1503,31,131.5836,0.0034,36.06539,0.00066,69.7,1.9,0.03655,0.00081,0.0255,-,3.1,0.195,399,-,4,,,
843.01,2.8728,2842,149,104.4417,0.00059,4.1904,0.000017,9.1,4.6,0.0531,0.0049,0.65,0.65,6.3,0.052,1169,-,2,,,
844.01,3.0333,1932,68,104.987,0.0012,3.709881,0.000031,9.73,0.14,0.04117,0.00047,0.0006,-,2.8,0.046,878,2.7E-05,2,3,,
845.01,5.7133,931,35,110.2954,0.0042,16.3294,0.00046,16,26,0.0323,0.0095,0.7,1.1,3.6,0.129,701,5.3E-05,2,,,
846.01,4.1032,24577,550,119.71309,0.00025,27.807488,0.000048,44.82,0.76,0.16567,0.0008,0.769,0.098,15.3,0.182,534,5.5E-05,3,,,
847.01,11.0533,3316,91,136.8967,0.003,80.8711,0.0024,59.0063,0.0017,0.054,0.033,0.0064,-,5.1,0.368,372,2.9E-05,2,,,
849.01,3.3150,670,28,103.9345,0.0034,10.35545,0.00024,18,62,0.027,0.018,0.7,1.5,2.8,0.093,750,5.2E-05,2,,,
850.01,2.7054,9550,317,109.52167,0.00029,10.526305,0.000022,32.5,6.8,0.0924,0.0042,0.45,0.49,8.7,0.093,704,3.3E-05,2,,,
851.01,2.7220,3674,58,102.9729,0.0013,4.583526,0.000042,13.63,0.25,0.05609,0.00073,0.028,0.035,5.5,0.055,989,1.4E-04,2,,,
852.01,2.9127,505,20,104.9044,0.0039,3.76179,0.0001,10.2,0.44,0.0221,0.00075,0.0256,-,2.4,0.048,1086,3.4E-05,2,,,
853.01,2.7276,962,29,102.6947,0.0025,8.20371,0.00014,21,79,0.029,0.023,0.5,2,2.9,0.077,733,3.3E-05,2,,,
853.02,3.2261,450,11,76.4118,0.0093,14.49679,0.00059,30,377,0.021,0.054,0.5,3.6,2.1,0.112,607,-,4,,,
854.01,4.1155,1320,14,134.1698,0.0062,56.0517,0.0027,105.3,5.3,0.0357,0.0016,0.002,0.036,1.9,0.217,248,5.1E-05,3,NoObs,,
855.01,5.2392,22662,571,128.78669,0.00024,41.40846,0.00011,72.69,0.13,0.13793,0.00019,0.018,0.01,12.5,0.232,444,2.4E-05,2,,,
856.01,5.7434,13139,335,105.85507,0.00044,39.74897,0.00013,30,1.5,0.1396,0.0025,0.89,0.11,13.1,0.232,498,3.2E-05,3,,,
857.01,2.5010,791,34,107.8799,0.0021,5.715374,0.000085,17,81,0.027,0.027,0.3,2.4,2.2,0.061,786,3.0E-05,2,,,
858.01,2.4580,5299,97,106.98673,0.00068,13.610127,0.000068,24.2,7.3,0.0912,0.0027,0.86,0.26,9.9,0.113,713,-,3,,,
861.01,1.8610,314,22,103.8132,0.0033,2.237565,0.000049,9.37,0.41,0.01774,0.00061,0.0079,-,1.5,0.032,1090,6.5E-05,3,NoObs,,
863.01,2.1284,752,32,105.1473,0.0024,3.16792,0.000051,9,29,0.029,0.018,0.7,1.6,2.7,0.043,1109,7.0E-05,2,,,
864.01,2.7477,1030,45,106.5739,0.0024,4.311802,0.000067,12.46,0.27,0.03025,0.00051,0.026,0.036,2.2,0.051,846,3.6E-05,2,,,
864.02,4.2836,705,18,121.0857,0.0067,20.05052,0.00067,36.1,1.6,0.0249,0.0009,0.023,0.02,1.8,0.141,509,-,4,,,
864.03,1.4038,641,14,119.5789,0.0038,9.76742,0.00019,56,5.3,0.0253,0.0016,0.072,-,1.8,0.087,648,-,4,,,
865.01,8.1358,6801,142,155.237,0.0014,119.0213,0.002,120.686,0.085,0.074,0.036,0.004,0.032,6.0,0.473,306,4.6E-05,2,,,
867.01,3.7401,1460,45,113.2774,0.0021,16.08561,0.00025,34.88,0.71,0.03503,0.00057,0.023,0.03,3.4,0.122,600,5.6E-05,2,,,
†868.01,7.6456,21449,160,141.4312,0.0034,234,14,171,13,0.1606,0.0025,0.84,0.14,12.5,0.629,193,2.8E-05,2,,,
869.01,2.7105,909,19,107.9535,0.0045,7.49,0.00024,18,100,0.03,0.035,0.6,2.2,3.2,0.074,809,6.7E-05,2,NoObs,,
869.02,4.2450,1447,18,134.2345,0.0067,36.2911,0.0019,37,45,0.0413,0.0097,0.83,0.74,4.3,0.212,478,5.6E-05,2,NoObs,,
870.01,2.7731,829,23,105.1871,0.004,5.91213,0.00017,11.9,3.6,0.0298,0.0013,0.53,0.16,3.6,0.062,859,5.8E-05,2,NoObs,,
870.02,4.3907,987,29,108.6825,0.0043,8.98597,0.00027,21.71,0.84,0.02837,0.00089,0.003,0.01,3.5,0.081,751,5.8E-05,2,NoObs,,
871.01,2.1775,37608,206,112.4222,0.00037,12.940664,0.000033,38.6,2.5,0.2084,0.0044,0.77,0.19,10.9,0.105,531,1.8E-05,2,,,
872.01,4.3863,6150,128,119.68414,0.00099,33.60167,0.00025,50.2,7.4,0.0842,0.0027,0.69,0.33,7.4,0.199,456,2.0E-05,2,,,
873.01,2.2081,334,19,105.2243,0.0038,4.34761,0.00011,15.47,0.73,0.01882,0.00068,0.0167,-,1.3,0.051,866,7.6E-05,2,,,
874.01,2.1926,662,28,102.9798,0.0027,4.601803,0.000083,16.56,0.63,0.02429,0.00071,0.0081,-,2.2,0.053,882,9.0E-05,2,,,
875.01,2.9703,2189,99,103.6225,0.00094,4.220936,0.000027,11.42,0.11,0.04377,0.00034,0.014,0.02,2.2,0.042,607,8.0E-05,2,,,
876.01,1.8643,16531,89,104.89891,0.00077,6.998077,0.000038,21.8,3.6,0.1436,0.0066,0.81,0.28,9.2,0.07,693,1.9E-05,2,,,
877.01,2.2818,1219,32,103.9571,0.0025,5.95487,0.0001,19,78,0.034,0.026,0.4,2.2,2.5,0.055,652,5.4E-05,2,,,
877.02,2.7065,1091,21,114.2249,0.0037,12.03957,0.00034,35.1,1.6,0.0314,0.0011,0.02,0.042,2.3,0.088,516,5.7E-05,2,,,
878.01,4.4967,1255,33,106.8197,0.0039,23.58879,0.00063,19.5,6.9,0.0414,0.0031,0.9,0.31,5.2,0.158,568,8.1E-05,2,,,
880.01,4.0223,1635,40,127.1322,0.0027,26.44302,0.00052,25.1,6.9,0.0466,0.0024,0.89,0.28,4.9,0.176,569,5.4E-05,2,1,,
880.02,6.5130,3466,93,107.1236,0.0017,51.52991,0.00041,64.08,0.53,0.05485,0.00041,0.018,0.017,5.8,0.274,456,4.6E-05,2,1,,
880.03,2.8108,638,32,69.7841,0.0029,5.902243,0.000072,12,41,0.026,0.016,0.7,1.6,2.8,0.065,936,-,4,,,
880.04,2.2269,228,16,68.0797,0.0048,2.382948,0.000049,5,25,0.019,0.016,0.8,1.5,2.0,0.035,1275,-,4,,,
881.01,3.9739,1693,35,140.6795,0.0029,21.02147,0.00051,41.2,1,0.0387,0.00076,0.0431,-,2.5,0.142,459,8.5E-05,2,NoObs,,
881.02,7.2304,2948,29,140.3562,0.0051,226.8916,0.0062,139,42,0.0598,0.0039,0.84,0.35,3.9,0.693,208,7.2E-05,2,NoObs,,
882.01,1.9042,23209,121,103.69391,0.00049,1.9568099,0.0000067,7.8,2.3,0.1511,0.0015,0.36,0.11,13.6,0.03,1176,3.6E-05,3,,,
883.01,2.1328,33731,333,103.10127,0.00024,2.6888995,0.0000044,11.296,0.052,0.16675,0.00054,0,0.014,10.0,0.034,829,3.5E-05,2,,,
884.01,2.8824,2809,86,110.1842,0.0011,9.439536,0.000073,24,37,0.05,0.017,0.4,1.3,3.0,0.082,564,2.5E-05,2,1,,
884.02,3.5113,1879,42,111.6901,0.0021,20.47687,0.00024,53.6,1.2,0.04552,0.0008,0.019,0.03,2.7,0.137,436,3.0E-05,2,1,,
884.03,2.2744,407,19,68.3065,0.0042,3.336241,0.00006,11.74,0.55,0.0207,0.00072,0.0542,-,1.2,0.041,797,-,4,,,
886.01,2.1724,1221,25,103.1784,0.0029,8.01281,0.00016,28,256,0.035,0.04,0.4,3.4,2.0,0.059,488,9.2E-05,2,NoObs,,
887.01,2.5948,573,30,108.3458,0.0029,7.41121,0.00015,22.71,0.76,0.02269,0.00058,0.0059,-,2.3,0.075,867,9.1E-05,2,,,
889.01,2.6190,16292,311,102.99117,0.00034,8.884903,0.00002,36.26,0.18,0.11449,0.00035,0.03,0.017,11.7,0.083,754,2.9E-05,2,,,
890.01,4.2560,6795,219,109.62331,0.00052,8.09888,0.00003,15.649,0.064,0.07701,0.00026,0,0.01,7.6,0.081,878,1.3E-05,2,,,
891.01,4.9086,839,38,109.9676,0.0033,10.00634,0.00024,14,40,0.028,0.015,0.6,1.7,2.7,0.093,785,2.1E-05,2,,,
892.01,2.8869,1125,31,105.6161,0.003,10.37176,0.00021,24,95,0.033,0.027,0.5,2,2.8,0.09,654,3.8E-05,2,,,
893.01,4.3828,578,25,105.1843,0.0064,4.40845,0.00028,7.85,0.23,0.0233,0.00059,0.0248,-,2.6,0.054,1091,7.9E-05,3,,,
895.01,3.9799,13626,73,104.8936,0.0017,4.409394,0.000052,9.459,0.054,0.1066,0.0011,0.01,-,12.8,0.053,1093,4.5E-05,2,,,
896.01,4.0317,2405,64,108.5683,0.0018,16.2398,0.00021,32.61,0.45,0.04535,0.00052,0.015,0.022,3.9,0.123,578,5.1E-05,2,,,
896.02,3.0443,1216,47,107.0462,0.0022,6.308146,0.000095,16.7,0.36,0.0331,0.00056,0.0237,-,2.8,0.066,789,5.8E-05,2,,,
897.01,2.1494,13798,663,102.88985,0.00014,2.0523497,0.0000019,8.527,0.019,0.10906,0.00015,0.03,0.01,12.0,0.032,1417,5.4E-05,2,NoObs,,
898.01,2.5752,1798,30,108.7101,0.0026,9.77059,0.00018,31,144,0.041,0.037,0.3,2.4,3.0,0.074,540,1.9E-05,2,NoObs,,
898.02,2.0540,1115,23,105.6293,0.0031,5.16991,0.00011,18,96,0.033,0.032,0.4,2.5,2.4,0.049,664,2.3E-05,2,NoObs,,
898.03,3.3063,1255,17,80.9862,0.0062,20.08923,0.00054,44,278,0.034,0.041,0.4,2.7,2.5,0.12,424,-,4,,,
899.01,2.0930,791,29,107.3219,0.0023,7.11388,0.00011,24,128,0.028,0.019,0.5,2.4,1.7,0.055,510,8.7E-05,2,NoObs,,
899.02,1.8687,477,25,67.3709,0.0028,3.306569,0.000039,13.34,0.53,0.02123,0.00066,0.0214,-,1.3,0.033,658,-,4,,,
899.03,2.4349,726,21,80.3944,0.0037,15.36813,0.00026,35,221,0.029,0.036,0.7,2,1.7,0.091,397,-,4,,,
900.01,3.0479,1282,24,105.3395,0.0038,13.81001,0.00056,39.4,1.7,0.0334,0.0011,0.056,0.01,4.3,0.116,798,1.9E-05,2,,,
901.01,1.9512,6298,123,109.93915,0.00052,12.732557,0.000046,53.09,0.54,0.07377,0.00054,0.009,0.02,4.4,0.089,463,1.6E-05,2,,,
902.01,6.9808,7810,90,169.8066,0.0014,83.9042,0.0017,107.2,1.1,0.07978,0.00066,0.005,0.01,5.7,0.324,270,2.1E-05,2,,,
903.01,4.2191,6760,262,106.43312,0.00049,5.007341,0.000017,9.815,0.034,0.07665,0.00021,-,0.01,5.6,0.057,853,6.3E-05,2,,,
904.01,1.8541,563,20,103.1507,0.0031,2.211073,0.000047,7,33,0.027,0.028,0.7,1.8,2.1,0.029,960,2.9E-05,2,NoObs,,
904.02,3.2550,1537,20,111.8263,0.0045,27.93886,0.00095,58,299,0.038,0.042,0.6,2.1,3.0,0.159,410,2.2E-05,2,NoObs,,
905.01,2.4135,1634,51,105.6967,0.0016,5.795111,0.000065,18.83,0.39,0.03715,0.00053,0.029,0.037,2.0,0.062,698,7.8E-05,3,NoObs,,
906.01,2.5473,803,24,107.1339,0.0033,7.15684,0.00016,18,83,0.031,0.029,0.7,1.7,2.8,0.071,759,4.1E-05,2,,,
907.01,4.1177,886,26,109.117,0.0039,16.51385,0.0007,32.2,1,0.02811,0.00071,0.03,0.052,3.5,0.13,738,8.5E-05,2,NoObs,,
907.02,5.0796,806,21,123.386,0.0058,30.1324,0.002,48.4,1.7,0.02725,0.00087,0.025,0.01,3.4,0.194,604,8.9E-05,2,NoObs,,
907.03,2.9275,164,8.2,69.3138,0.0097,4.79085,0.00021,8,60,0.017,0.021,0.8,2,2.1,0.057,1115,-,4,,,
908.01,3.3536,7657,398,104.44572,0.00028,4.7083263,0.0000091,12.227,0.034,0.08075,0.00017,0.0001,-,11.4,0.056,1140,6.7E-05,2,,,
910.01,3.0648,1067,47,104.724,0.002,5.392096,0.000073,14.21,0.28,0.03107,0.00049,0.0403,-,1.9,0.057,696,2.5E-05,2,,,
911.01,2.2475,599,22,104.007,0.0033,4.093609,0.000094,14.8,0.73,0.02338,0.00085,0.0196,-,1.7,0.05,945,4.5E-05,2,,,
912.01,2.8941,1504,24,104.804,0.0036,10.84847,0.00027,28,121,0.037,0.031,0.4,2.3,2.6,0.081,521,7.7E-05,2,,,
913.01,3.2508,17268,1072,102.63655,0.0001,4.0822762,0.0000027,10.784082,0.000007,0.1216,0.0049,0.0002,-,9.1,0.049,902,-,3,,,
914.01,3.2170,461,23,102.7363,0.0042,3.88667,0.00011,9.85,0.35,0.02162,0.00061,0.0097,-,1.2,0.047,805,4.8E-05,2,,,
916.01,1.7644,1278,67,104.31311,0.00091,3.314908,0.000021,12,23,0.037,0.013,0.7,1.2,3.9,0.044,1112,4.1E-05,2,,,
917.01,2.1878,763,23,106.3562,0.0032,6.71972,0.00015,19,69,0.03,0.02,0.7,1.6,3.2,0.071,932,1.3E-04,3,,,
918.01,6.5105,14377,228,139.58885,0.00095,39.64552,0.00038,51.72,0.2,0.11111,0.00035,0.0034,-,10.6,0.226,463,1.2E-05,2,,,
920.01,2.8954,1010,23,123.4895,0.0038,21.80587,0.0006,53.5,2.1,0.02909,0.0008,0.031,0.084,1.9,0.148,469,3.9E-05,2,,,
921.01,3.5805,1048,29,108.3417,0.0034,10.28175,0.00025,23.15,0.2,0.03071,0.00069,0.023,0.01,2.3,0.089,618,4.1E-05,2,NoObs,,
921.02,4.0886,1498,32,115.6245,0.0036,18.11903,0.00046,36.3,1,0.03581,0.00081,0.026,0.037,2.7,0.13,512,3.6E-05,2,NoObs,,
921.03,1.6334,317,10,66.2771,0.0064,3.78406,0.0001,19,1.7,0.0198,0.0015,0.0153,-,1.5,0.046,860,-,4,,,
922.01,2.7126,601,19,104.6377,0.0049,5.15456,0.00017,12,57,0.026,0.024,0.6,2,2.7,0.058,951,5.3E-05,2,,,
923.01,3.4256,1135,40,107.8993,0.0022,5.743325,0.000091,13.24,0.3,0.03148,0.00057,0.015,0.03,2.9,0.064,911,4.0E-05,2,,,
924.01,2.6522,1027,17,106.3084,0.0049,39.4766,0.0014,127,1723,0.03,0.073,0.3,4.1,3.1,0.233,526,3.3E-05,3,,,
926.01,3.3262,1439,75,103.964,0.0017,3.166392,0.000035,7.537,0.037,0.03513,0.00032,0.0107,-,3.4,0.043,1154,2.3E-05,2,,,
928.01,1.8191,437,27,103.8588,0.0022,2.494093,0.000027,12,35,0.023,0.014,0.1,2.1,2.3,0.036,1208,2.6E-05,3,3,,
929.01,4.1458,7116,252,107.63388,0.00064,6.49162,0.000042,12.851,0.047,0.07807,0.00023,0.0007,-,9.0,0.07,998,1.5E-05,2,,,
931.01,3.2164,15642,806,103.67816,0.00014,3.8556046,0.0000038,10.241915,0.000011,0.1162,0.0075,0.0059,-,8.6,0.048,948,4.0E-05,2,,,
934.01,2.9175,1532,48,106.0083,0.0018,5.826727,0.000073,15,52,0.037,0.024,0.3,2.1,3.2,0.064,889,2.6E-05,2,,,
934.02,3.3818,535,12,75.543,0.0087,12.41208,0.00047,25,247,0.023,0.047,0.5,3.2,2.0,0.106,691,-,4,,,
934.03,3.9208,756,15,80.1226,0.0085,18.74711,0.00068,29,220,0.028,0.042,0.6,2.6,2.4,0.14,601,-,4,,,
935.01,5.1637,1790,62,113.0119,0.002,20.85987,0.00029,25,19,0.0426,0.0054,0.64,0.8,3.6,0.152,632,4.1E-05,2,,,
935.02,6.4005,1626,43,74.1845,0.0038,42.6329,0.00069,52.68,0.37,0.03741,0.00055,0.016,0.02,3.2,0.246,496,-,4,,,
935.03,8.5789,954,20,67.9393,0.0084,87.6464,0.0036,74,499,0.029,0.04,0.4,2.9,2.5,0.397,391,-,4,,,
936.01,2.5574,2042,62,111.4147,0.0012,9.467895,0.000083,31.19,0.49,0.04437,0.00046,0.031,0.039,3.5,0.07,519,1.7E-05,2,NoObs,,
936.02,1.1718,672,45,67.5395,0.0011,0.8930442,0.0000044,6,12,0.026,0.011,0.2,1.7,2.0,0.014,1161,-,4,,,
937.01,4.1031,905,22,109.5797,0.0041,20.83479,0.00058,39.5,1.4,0.02849,0.00085,0.018,0.037,2.3,0.146,530,5.1E-05,2,,,
938.01,3.2072,934,29,104.7015,0.0033,9.94611,0.00022,18,61,0.032,0.021,0.7,1.6,2.9,0.09,719,5.2E-05,2,,,
938.02,1.7854,216,16,66.9239,0.0043,1.0456,0.00002,4.65,0.29,0.01405,0.00074,0.0461,-,1.3,0.02,1525,-,4,,,
939.01,2.6119,275,17,103.5282,0.004,3.388069,0.000089,9.74,0.14,0.01682,0.00056,0.018,0.01,1.6,0.045,1099,6.2E-05,2,NoObs,,
940.01,4.7016,1949,187,102.573,0.00073,6.104843,0.00003,10.38695,0.000051,0.041,0.024,0.0004,-,3.5,0.064,816,5.2E-05,2,,,
941.01,3.2620,2171,61,107.7862,0.0016,6.581521,0.000076,16.67,0.27,0.04256,0.00051,0.03,0.035,5.4,0.069,904,5.4E-05,2,NoObs,,
941.02,1.8622,586,21,103.6646,0.0034,2.382649,0.000056,8,45,0.027,0.034,0.7,2.1,3.4,0.035,1269,6.9E-05,2,NoObs,,
941.03,3.3174,2417,38,122.0188,0.0028,24.66469,0.00051,45,50,0.052,0.012,0.8,0.75,6.6,0.165,585,4.8E-05,2,NoObs,,
942.01,2.1136,1228,33,107.8585,0.0022,11.51507,0.00018,37,174,0.034,0.035,0.6,2.1,2.5,0.095,582,2.2E-05,2,,,
943.01,2.2705,774,33,104.9918,0.0023,3.601425,0.000058,9,31,0.03,0.02,0.7,1.5,2.2,0.045,887,2.7E-05,2,NoObs,,
944.01,2.2498,1789,89,103.24424,0.00084,3.108254,0.000018,11.23,0.15,0.03893,0.00038,0.023,0.027,3.9,0.041,1080,4.2E-05,2,,,
945.01,5.8083,488,16,121.8574,0.0074,25.8529,0.0014,37.25,0.73,0.02154,0.00081,0.04,0.01,2.0,0.175,595,7.0E-05,3,,,
945.02,7.1766,695,19,79.35,0.0085,40.7193,0.0016,35,96,0.028,0.015,0.7,1.4,2.6,0.238,510,-,4,,,
947.01,3.6722,1550,31,122.9264,0.0025,28.59891,0.00057,49,15,0.03953,0.00093,0.4,0.12,2.7,0.146,353,2.6E-05,2,NoObs,,
949.01,4.0447,1054,35,103.7626,0.003,12.53274,0.00026,24.61,0.57,0.03051,0.0006,0.0129,-,2.5,0.106,670,2.7E-05,2,,,
951.01,3.7463,2150,67,104.545,0.0016,13.19712,0.00014,23,29,0.046,0.012,0.6,1,6.0,0.108,702,3.7E-05,2,,,
