Motive Confirmed,,,,,,,,,,,,,,,,,
,Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,"Tortured
"
,"November 11, 1995",Gabriel Cruz Díaz,Male,Colombia,El Heraldo,Colombia,Print,Print Reporter,"Human Rights, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"October 17, 1995",Saïda Djebaili,Female,Algeria,Al-Hayat al-Arabia,Algeria,Print,Print Reporter,,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"October  3, 1995",Omar Ouartilan,Male,Algeria,El-Khabar,Algeria,Print,Editor,War,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"September 10, 1995",Mushtaq Ali,Male,India,Agence France-Presse and Asian News International,India,Print,"Camera Operator, Photographer",,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"September  9, 1995",Saïd Brahimi,Male,Algeria,Algerian State Television,Algeria,Television,Broadcast,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"September  4, 1995",Brahim Guaraoui,Male,Algeria,El-Moudjahid,Algeria,Print,Columnist,Politics,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No
"
,"September  4, 1995",Yasmina Brikh,Female,Algeria,Algerian Radio,Algeria,Radio,Broadcast,"Culture, Sports",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"September  3, 1995",Saïd Tazrout,Male,Algeria,Le Matin,Algeria,Print,Editor,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"August 29, 1995",Sayfettin Tepe,Male,Turkey,Yeni Politika,Turkey,Print,Print Reporter,"Culture, Politics",No,Local,Government Officials,Murder,Yes,Yes,No,"No
"
,"August 29, 1995",Reinaldo Coutinho da Silva,Male,Brazil,Cachoeiras Jornal,Brazil,Print,,Corruption,No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
,"August 20, 1995",Ameur Ouagueni,Male,Algeria,Le Matin,Algeria,Print,Editor,"Business, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"August 17, 1995",Ivan Darío Pelayo,Male,Colombia,Llanorámica,Colombia,Radio,Producer,,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"August  9, 1995",John Schofield,Male,Croatia,BBC,United Kingdom,Radio,Broadcast,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"August  2, 1995",Naïma Hammouda,Female,Algeria,Révolution Africaine,Algeria,Print,Print Reporter,Culture,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"August  1, 1995",Brian Smith,Male,Canada,CJOH-TV,Canada,Television,Broadcast,Sports,No,Local,Local Residents,Murder,No,No,No,"No
"
,"July  2, 1995",Juan Carlos Vásquez,Male,Dominican Republic,Ultima Hora,Dominican Republic,Print,Print Reporter,"Culture, Sports",No,Local,Military Officials,Murder,Yes,No,No,"No
"
,"June 18, 1995",Ahmed (aka Hakim) Takouchet,Male,Algeria,Radio Cirta,Algeria,Radio,Broadcast,,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No
"
,"June 17, 1995",Natalya Alyakina,Female,Russia,Focus and RUFA,Russia/Germany,"Print, Radio","Broadcast, Print Reporter",War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"May 29, 1995",Farkhad Kerimov,Male,Russia,Associated Press TV,Russia,Television,Camera Operator,War,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
"
,"May 27, 1995",Mourad Hmaizi,Male,Algeria,Algerian State Television,Algeria,Television,Broadcast,,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"May 22, 1995",Bakhti Benaouda,Male,Algeria,El-Djoumhouria,Algeria,Print,Columnist,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"May 21, 1995",Malika Sabour,Female,Algeria,Echourouk al-Arabi,Algeria,Print,Print Reporter,Culture,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"May 15, 1995",Azzedine Saidj,Male,Algeria,El-Ouma,Algeria,Print,Editor,"Culture, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"May 12, 1995",Aristeu Guida da Silva,Male,Brazil,A Gazeta de São Fidélis,Brazil,Print,Publisher,Corruption,No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
,"May  1, 1995",Marcos Borges Ribeiro,Male,Brazil,Independente,Brazil,Print,Publisher,"Corruption, Human Rights",No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
,"April 18, 1995",Vladimir Ivanov,Male,Ukraine,The Glory of Sevastopol,Ukraine,Print,Editor,"Business, Crime",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"April  5, 1995",Vincent Francis,Male,Burundi,Worldwide Television News (WTN),United Kingdom,Television,"Broadcast, Editor","Culture, Politics",No,Foreign,Criminal Group,Murder,Yes,No,No,"No
"
,"April  4, 1995",Mekhlouf Boukzer,Male,Algeria,Algerian State Television,Algeria,Television,Broadcast,Sports,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No
"
,"March 31, 1995",Rachida Hammadi,Female,Algeria,Algerian State Television,Algeria,Television,Broadcast,"Corruption, Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,No,"No
"
,"March 27, 1995",Mohamed Abderrahmani,Male,Algeria,El-Moudjahid,Algeria,Print,Editor,"Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,March 21 1995,Zaqueu de Oliveira,Male,Brazil,Gazeta de Barroso,Brazil,Print,Editor,Business,No,Local,Local Residents,Murder,Yes,No,No,"No
"
,"March 21, 1995",Ali Boukerbache,Male,Algeria,Media-TV,Algeria,Television,Publisher,"Culture, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"March 17, 1995",Adil Bunyatov,Male,Azerbaijan,Reuters TV and Turan News Agency,Azerbaijan,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"March  1, 1995",Vladislav Listyev,Male,Russia,Russian Public Television (OTR),Russia,Television,,"Business, Crime, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"February 17, 1995",Viatcheslav Rudnev,Male,Russia,Freelancer,Russia,Print,Print Reporter,"Corruption, Crime",Yes,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"February 17, 1995",Djamel Ziater,Male,Algeria,El-Djoumhouria,Algeria,Print,Print Reporter,,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"February  9, 1995",Marcello Palmisano,Male,Somalia,RAI,Italy,Television,Camera Operator,War,No,Foreign,Criminal Group,Murder,Yes,No,No,"No
"
,"February  5, 1995",Ruperto Armenta Gerardo,Male,Mexico,El Regional,Mexico,Print,Editor,,No,Local,Local Residents,Murder,No,No,No,"Yes
"
,"February  1, 1995",Nacer Ouari,Male,Algeria,Algerian State Television,Algeria,Television,Producer,,No,Local,Political Group,Murder,Yes,No,Yes,"No
"
,"January 18, 1995",Ricardo de Mello,Male,Angola,Imparcial Fax,Angola,Print,Editor,"Politics, War",No,Local,Military Officials,Murder,Yes,No,Yes,"No
"
,"January 12, 1995",Abdelhamid Yahiaoui,Male,Algeria,El-Chaab,Algeria,Print,Editor,,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No
"
,"January, 10, 1995",Jochen Piest,Male,Russia,Stern,Germany,Print,Print Reporter,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"January  7, 1995",Ali Abboud,Male,Algeria,Radio Chaine 1,Algeria,Radio,Producer,,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"January 6, 1995",Zineddine Aliou Salah,Male,Algeria,Liberté,Algeria,Print,Print Reporter,"Corruption, Politics",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
,"January  1, 1995",Vladimir Zhitarenko,Male,Russia,Krasnaya Zvezda,Russia,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"December 22, 1994",Cynthia Elbaum,Female,Russia,Freelancer,United States,Print,Photographer,War,Yes,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"December  8, 1994",Chan Dara,Male,Cambodia,Koh Santepheap,Cambodia,Print,Print Reporter,Corruption,No,Local,Military Officials,Murder,Yes,No,Yes,"No
"
,"December  6, 1994",Mohammad Samdani Warsi,Male,Pakistan,Parcham,Pakistan,Print,,,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"December  4, 1994",Said Mekbel,Male,Algeria,Le Matin,Algeria,Print,Editor,"Business, Culture, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"December  4, 1994",Mohammed Salahuddin,Male,Pakistan,Takbeer,Pakistan,Print,Editor,Politics,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"November 30, 1994",Nasseredine Lekhal,Male,Algeria,El-Massa,Algeria,Print,Print Reporter,,No,Local,Unknown Fire,Murder,Yes,No,No,"Yes
"
,"November 30, 1994",Ahmed Issaad,Male,Algeria,Algerian Television,Algeria,Television,Broadcast,,No,Local,Unknown Fire,Murder,Yes,No,No,"Yes
"
,"November 12, 1994",Adolphe Missamba Ndengi Kavula,Male,Democratic Republic of the Congo,Nsemo,Zaire,Print,Editor,Politics,No,Local,Government Officials,Murder,Yes,,No,"Yes
"
,"October 20, 1994",Mohamed Salah Benachour,Male,Algeria,Algerian Press Service,Algeria,Print,Print Reporter,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"October 20, 1994",Farah Ziane,Male,Algeria,Révolution Africaine,Algeria,Print,Editor,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"October 17, 1994",Dmitry Kholodov,Male,Russia,Mosckovski Komsomolets,Russia,Print,Print Reporter,"Corruption, Crime",No,Local,Military Officials,Murder,Yes,No,No,"No
"
,"October 16, 1994",Tayeb Bouterfif,Male,Algeria,Algerian Radio,Algeria,Radio,Broadcast,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"October 12, 1994",Lahcene Bensaadallah,Male,Algeria,El-Irshad,Algeria,Print,Editor,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"September 25, 1994",Smail Sbaghdi,Male,Algeria,Algerian Press Service,Algeria,Print,Print Reporter,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"September 25, 1994",Mouloud Barroudi,Male,Algeria,National Agency of Filmed News,Algeria,Television,Camera Operator,"Culture, Politics",No,Local,Unknown Fire,Murder,Yes,Yes,No,"No
"
,"September 14, 1994",Alexis Bandyatuyaga,Male,Burundi,National Radio and Television of Burundi,Burundi,"Radio, Television",Broadcast,Human Rights,No,Local,Military Officials,Murder,Yes,Yes,Yes,"Yes
"
,"September 12, 1994",Victor Hugo López Escobar,Male,Guatemala,Radio Progreso,Guatemala,Radio,Producer,,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"September  8, 1994",Erol Akgun,Male,Turkey,Devrimci Cozum,Turkey,Print,Editor,Politics,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"September  6, 1994",Nun Chan,Male,Cambodia,Samleng Yuvachun Khmer,Cambodia,Print,Editor,Corruption,No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
,"August 31, 1994",Pierre Anceaux,Male,Somalia,freelance,Switzerland,Television,Broadcast,Human Rights,Yes,Foreign,Unknown Fire,Murder,Yes,No,No,"No
"
,"August 30, 1994",Mohammed Hussein Navab,Male,Bosnia,Keyhan,Iran,Print,Print Reporter,War,No,Foreign,Paramilitary Group,Murder,Yes,Yes,No,"No
"
,"August 29, 1994",Ghulam Muhammad Lone,Male,India,Freelancer,India,Print,Print Reporter,"Human Rights, Politics",Yes,Local,Political Group,Murder,Yes,No,Yes,"No
"
,"July 29, 1994",Mirwais Jalil,Male,Afghanistan,BBC World Service,Afghanistan,Radio,Broadcast,"Politics, War",No,Local,Unknown Fire,Murder,Yes,Yes,Yes,"No
"
,"July 21, 1994",Mohamed Lamine Legoui,Male,Algeria,Algerian Press Service,Algeria,Print,Print Reporter,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"July 10, 1994",Yasmina Drici,Female,Algeria,Le Soir d'Alégrie,Algeria,Print,,,No,Local,Unknown Fire,Murder,Yes,,No,"No
"
,"June 16, 1994",Artur Gilela,Male,Angola,Radio Nacional de Angola,Angola,Radio,Technician,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
"
,"June 12, 1994",Yuri Soltis,Male,Russia,Interfax,Russia,Print,Print Reporter,"Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,No,"No
"
,"June 11, 1994",Tou Chhom Mongkol,Male,Cambodia,Antarakum,Cambodia,Print,Editor,Corruption,No,Local,Government Officials,Murder,Yes,Yes,No,"No
"
,"June 8, 1994",Pierre Kabeya,Male,Democratic Republic of the Congo,Kin-Matin,Zaire,Print,Print Reporter,Human Rights,No,Local,Military Officials,Murder,Yes,No,No,"No
"
,"June  7, 1994",Ferhat Cherkit,Male,Algeria,El Moudjahid,Algeria,Print,Editor,,No,Local,Political Group,Murder,Yes,No,Yes,"No
"
,"June  6, 1994",Jorge Martín Dorantes,Male,Mexico,El Crucero,Mexico,Print,Editor,Corruption,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"April-June, 1994",André Kameya,Male,Rwanda,Rwanda Rushya,Rwanda,Print,Editor,Politics,No,Local,Paramilitary Group,Murder,Partial,No,Yes,"No
"
,"May 18, 1994",Khushvakht Haydarsho,Male,Tajikistan,Jumhuriyat,Tajikistan,Print,Columnist,"Corruption, Crime",No,Local,Government Officials,Murder,Yes,No,No,"No
"
,"May 10, 1994",Vénant Ntawucikayenda,Male,Rwanda,TV Rwanda,Rwanda,Television,Camera Operator,,No,Local,Paramilitary Group,Murder,Yes,No,No,"No
"
,"May 1, 1994",Francis Tomasic,Male,Bosnia,freelance,Bosnia-Herzegovina,Print,Print Reporter,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"May  1, 1994",Brian Brinton,Male,Bosnia,freelance,United States,Print,Photographer,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"April 29, 1994",Anastase Seruvumba,Male,Rwanda,Imbaga,Rwanda,Print,Print Reporter,,No,Local,Paramilitary Group,Murder,Yes,No,Yes,"No
"
,April 24 1994,Charles Karinganire,Male,Rwanda,Le Flambeau,Rwanda,Print,Print Reporter,"Human Rights, Politics",No,Local,Paramilitary Group,Murder,Yes,No,Yes,"Yes
"
,"April 24, 1994",Emmanuel-Damien Rukondo,Male,Rwanda,Rubyiruko-Rubanda,Rwanda,Print,Print Reporter,"Human Rights, Politics",Yes,Local,Paramilitary Group,Murder,Yes,Yes,No,"Yes
"
,"April 22, 1994",Marcellin Kayiranga,Male,Rwanda,Kanguka,Rwanda,Print,Editor,Politics,No,Local,Paramilitary Group,Murder,Yes,No,Yes,"No
"
,"April 18, 1994",Ken Oosterbroek,Male,South Africa,The Star,South Africa,Print,Photographer,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"April 13, 1994",Mohamed Meceffeuk,Male,Algeria,Détective,Algeria,Print,Print Reporter,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"April 11, 1994",Obed Bazimaziki,Male,Rwanda,Le Flambeau,Rwanda,Print,Print Reporter,"Human Rights, Politics",No,Local,Paramilitary Group,Murder,Yes,No,No,"No
"
,"April 11, 1994",Charles Bideri-Munyangabe,Male,Rwanda,Le Messager,Rwanda,Print,Print Reporter,"Human Rights, Politics",No,Local,Paramilitary Group,Murder,Yes,No,No,"No
"
,"April 10-12, 1994",Vincent Rwabukwisi,Male,Rwanda,Kanguka,Rwanda,Print,Editor,Politics,No,Local,Military Officials,Murder,Yes,No,Yes,"No
"
,"April  9, 1994",Gratien Karambizi,Male,Rwanda,Imbaga,Rwanda,Print,Print Reporter,Politics,No,Local,Paramilitary Group,Murder,Yes,No,Yes,"No
"
,"April 8 or 9, 1994",Tharcisse Rubwiriza,Male,Rwanda,Orinfor,Rwanda,Radio,Broadcast,Politics,No,Local,Paramilitary Group,Murder,Yes,No,No,"No
"
,"April 8, 1994",Gilbert Munana,Male,Rwanda,Le Flambeau,Rwanda,Print,Print Reporter,Politics,No,Local,Paramilitary Group,Murder,Yes,No,No,"No
"
,"April 7, 1994",Eudés Nshimiryo,Male,Rwanda,TV Rwanda,Rwanda,Television,Producer,Politics,No,Local,Military Officials,Murder,Yes,No,No,"No
"
,"April  7, 1994",Aloys Nyimbuzi,Male,Rwanda,L'Observateur,Rwanda,Print,Print Reporter,Politics,No,Local,Paramilitary Group,Murder,Yes,No,No,"No
"
,"April  7, 1994",Winifrida Mukamana,Female,Rwanda,Reba Videwo,Rwanda,Television,Editor,"Culture, Politics",No,Local,Military Officials,Murder,Yes,No,No,"No
"
,"April  3, 1994",Lissy Schmidt,Female,Iraq,"Agence France-Presse, Frankfurter Rundschau, Der Tagesspiegel",Germany,Print,Print Reporter,War,Yes,Foreign,Unknown Fire,Murder,Yes,No,No,"No
"
,"March 20, 1994",Ilaria Alpi,Male,Somalia,RAI-3 Television,Italy,Television,Broadcast,,No,Foreign,Unknown Fire,Murder,Yes,No,No,"No
"
,"March 20, 1994",Madjid Yacef,Male,Algeria,L'Hebdo Libéré,Algeria,Print,Photographer,"Corruption, Politics",No,Local,Political Group,Murder,Yes,No,No,"No
"
,"March 20, 1994",Miran Krovatin,Male,Somalia,RAI-3 Television,Slovakia,Television,Camera Operator,,No,Foreign,Unknown Fire,Murder,Yes,No,No,"No
"
,"March 19, 1994",Yahia Djamel Benzaghou,Male,Algeria,,Algeria,Print,"Editor, Print Reporter",Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"March 12, 1994",Nazim Babaoglu,Male,Turkey,Ozgur Gundem,Turkey,Print,Print Reporter,"Culture, Politics",No,Local,Unknown Fire,Unknown,,No,No,"No
"
,"March 12, 1994",Hassan Benaouda,Male,Algeria,Algerian Television (ENTV),Algeria,Television,Broadcast,,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"February 28, 1994",Abdelkader Hireche,Male,Algeria,Algerian Television (ENTV),Algeria,Television,Broadcast,Politics,No,Foreign,Unknown Fire,Murder,Partial,No,No,"No
"
,"February 19, 1994",Joao Alberto Ferreira Souto,Male,Brazil,Jornal do Estado,Brazil,Print,Publisher,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,No,"No
"
,"February  1, 1994",Olivier Quemener,Male,Algeria,Freelancer,France,Television,Camera Operator,War,Yes,Foreign,Unknown Fire,Murder,Yes,No,No,"No
"
,"January 28, 1994",Alessandro Otta,Male,Bosnia,RAI-TV,Italy,Television,Broadcast,War,No,Foreign,Paramilitary Group,Crossfire/Combat-Related,,No,No,"No
"
,"January 28, 1994",Marco Luchetta,Male,Bosnia,RAI-TV,Italy,Television,Broadcast,War,No,Foreign,Paramilitary Group,Crossfire/Combat-Related,,No,No,"No
"
,"January 28, 1994",Dario D'Angelo,Male,Bosnia,RAI-TV,Italy,Television,Broadcast,War,No,Foreign,Paramilitary Group,Crossfire/Combat-Related,,No,No,"No
"
,"January 28, 1994",Jessé Medina Parra,Male,Colombia,El Fogonazo,Colombia,Radio,Columnist,Corruption,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"January  9, 1994",Abdul Shariff,Male,South Africa,freelance,South Africa,Print,Photographer,"Human Rights, Politics",Yes,Local,Paramilitary Group,Crossfire/Combat-Related,,No,No,"No
"
,"December 10, 1993",María Carlin Fernández,Female,Peru,Peruvian Radio and Television Network,Peru,Television,Broadcast,"Corruption, Human Rights",No,Local,Military Officials,Murder,Yes,No,Yes,"No
"
,"October 28, 1993",David Bolkvadze,Male,Georgia,Worldwide Television News,Georgia,Television,Broadcast,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"October 24, 1993",Dona St. Plite,Male,USA,"WKAT, Miami",Haiti,Radio,"Broadcast, Columnist","Human Rights, Politics",No,Local,Political Group,Murder,Partial,No,Yes,"No
"
,"October 21, 1993",Tabarali Saidaliev,Male,Tajikistan,Ba Pesh,Tajikistan,Print,Editor,"Business, Crime, Human Rights, Politics",No,Local,Government Officials,Murder,Yes,Yes,No,"No
"
,"October 18, 1993",Smail Yefsah,Male,Algeria,Algerian State Television,Algeria,Television,Producer,Human Rights,No,Local,Political Group,Murder,Yes,No,No,"No
"
,"October 14, 1993",Mustafa Abada,Male,Algeria,Algerian State Television,Algeria,Television,Producer,"Business, Culture, Politics",No,Local,Political Group,Murder,Yes,No,No,"No
"
,"October 12, 1993",Vitas Lingis,Male,Lithuania,Republica,Lithuania,Print,"Editor, Print Reporter","Corruption, Crime",No,Local,Criminal Group,Murder,No,No,No,"No
"
,"October  5, 1993",Djamel Bouhidel,Male,Algeria,Nouveau Tell,Algeria,Print,Photographer,,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"October 4, 1993",Aleksandr Smirnov,Male,Russia,Molodyozhny Kuryer,Russia,Print,Print Reporter,Politics,No,Local,Military Officials,Dangerous Assignment,,No,No,"No
"
,"October  4, 1993",Aleksandr Sidelnikov,Male,Russia,Lennauchfilm Studio,Russia,Television,Camera Operator,Politics,No,Local,Military Officials,Dangerous Assignment,,No,No,"No
"
,"October  3, 1993",Sergei Krasilnikov,Male,Russia,Ostankino Television Company,Russia,Television,Technician,Politics,No,Local,Military Officials,Dangerous Assignment,,No,No,"No
"
,"October  3, 1993",Yvan Scopan,Male,Russia,TF-1 Television Company,Russia,Television,Camera Operator,Politics,No,Local,Military Officials,Dangerous Assignment,,No,No,"No
"
,"October 3, 1993",Vladimir Drobyshev,Male,Russia,Nature and Man,Russia,Print,Print Reporter,Politics,No,Local,Military Officials,Dangerous Assignment,,No,No,"No
"
,"October  3, 1993",Igor Belozyorov,Male,Russia,Ostankino State Broadcasting Company,Russia,Television,Producer,Politics,No,Local,Military Officials,Dangerous Assignment,,No,No,"No
"
,"October 3, 1993",Rory Peck,Male,Russia,ARD Television Company,Ireland; United Kingdom,Television,Camera Operator,Politics,No,Foreign,Military Officials,Dangerous Assignment,,No,No,"No
"
,"September 30, 1993",Bienvenido Lemos,Male,Colombia,Caracol Radio,Colombia,Radio,Broadcast,,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"September 28, 1993",Abderrahmane Chergou,Male,Algeria,Freelance,Algeria,Print,Print Reporter,Politics,Yes,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"September 28, 1993",Manuel Martínez Espinoza,Male,Colombia,Radio Super,Colombia,Radio,"Broadcast, Columnist","Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,No,"No
"
,"September 27, 1993",Andrei Soloviev,Male,Georgia,ITAR-TASS,Russia,Print,Photographer,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"September 22, 1993",Alexandra Tuttle,Female,Georgia,The Wall Street Journal,United States,Print,Print Reporter,"Business, Culture, Politics",No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"September 10, 1993",Saad Bakhtaoui,Male,Algeria,El-Minbar,Algeria,Print,Print Reporter,Politics,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No
"
,"August 23, 1993",Elpidio Inacio,Male,Angola,Televisao Popular de Angola,Angola,Television,Broadcast,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"August  9, 1993",Abdelhamid Benmeni,Male,Algeria,Algérie-Actualité,Algeria,Print,,,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
,"August  7, 1993",Aysel Malkac,Female,Turkey,Ozgur Gundem,Turkey,Print,Print Reporter,"Culture, Human Rights, Politics",No,Local,Government Officials,Murder,Yes,Yes,No,"No
"
,"August  3, 1993",Rabah Zenati,Male,Algeria,Algerian State Television,Algeria,Television,Broadcast,Politics,No,Local,Political Group,Murder,Yes,No,Yes,"No
"
,"July 28, 1993",Ferhat Tepe,Male,Turkey,Ozgur Gundem,Turkey,Print,Print Reporter,,No,Local,Political Group,Murder,Yes,Yes,Yes,"No
"
,"July 26, 1993",Ahmed Haidar,Male,Lebanon,Al-Manar Television,Lebanon,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"July 12, 1993",Anthony Macharia,Male,Somalia,Reuters,Kenya,Television,Technician,War,No,Foreign,Mob Violence,Murder,Yes,No,No,"No
"
,"July 12, 1993",Hansi Krauss,Male,Somalia,Associated Press,Germany,Print,Photographer,War,No,Foreign,Mob Violence,Murder,Yes,No,No,"No
"
,"July 12, 1993",Dan Eldon,Male,Somalia,Reuters,United States,Print,Photographer,War,No,Foreign,Mob Violence,Murder,Yes,No,No,"No
"
,"July 12, 1993",Hosea Maina,Male,Somalia,Reuters,Kenya,Print,Photographer,War,No,Foreign,Mob Violence,Murder,Yes,No,No,"No
"
,"July 10, 1993",Ibrahim Goskel,Male,Bosnia,Freelancer,United Kingdom,Print,Print Reporter,War,Yes,Foreign,Unknown Fire,Dangerous Assignment,,No,No,"No
"
,June or July 1993,Olimjon Yorasonov,Male,Tajikistan,,Tajikistan,Print,Editor,Politics,No,Local,Paramilitary Group,Murder,Yes,No,No,"No
"
,"June 27, 1993",Tasar Omer,Male,Bosnia,Freelance,Turkey,Print,Print Reporter,War,Yes,Foreign,Military Officials,Dangerous Assignment,,No,No,"No
"
,"June 18, 1993",Jean-Claude Jumel,Male,Somalia,TF-1,France,Television,Technician,War,No,Foreign,Political Group,Crossfire/Combat-Related,,No,No,"No
"
,"June  2, 1993",Dominique Lonneux,Male,Bosnia,Freelancer,Belgium,Television,Camera Operator,War,Yes,Foreign,Political Group,Crossfire/Combat-Related,,No,No,"No
"
,"June  2, 1993",Tahar Djaout,Male,Algeria,Ruptures,Algeria,Print,"Editor, Publisher","Corruption, Politics",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
,"May 29, 1993",Guido Puletti,Male,Bosnia,Freelancer,Italy,Print,Print Reporter,"Human Rights, War",Yes,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
,"May 28, 1993",Pirimkul Sattori,Male,Tajikistan,Khatlon,Tajikistan,Print,Print Reporter,Politics,No,Local,Military Officials,Murder,Yes,Yes,No,"No
"
,"May 22, 1993",Dinesh Pathak,Male,India,Sandesh,India,Print,Editor,"Corruption, Politics",No,Local,Political Group,Murder,Partial,No,Yes,"No
"
,"May  1, 1993",Jose Manuel,Male,Angola,Benguela Province Radio,Angola,Radio,Broadcast,War,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
,"May 1, 1993",Jose Maria dos Santos,Male,Angola,Radio Morena,Angola,Radio,Broadcast,War,No,Local,Government Officials,Murder,Yes,Yes,No,"Yes
"
,"April 26, 1993",Carlos Grant,Male,Honduras,El Tiempo,Honduras,Print,Print Reporter,"Business, Crime",No,Local,Local Residents,Murder,Partial,No,No,"No
"
,"April 23, 1993",Calvin Thusago,Male,South Africa,South African Broadcasting Corporation (SABC),South Africa,Television,Broadcast,Human Rights,No,Local,Mob Violence,Murder,No,No,No,"No
"
,"April 19, 1993",Carlos Lajud Catalan,Male,Colombia,ABC Radio,Colombia,Radio,Broadcast,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,No,"No
"
,"April 14, 1993",Dmitry Krikoryants,Male,Russia,Expresskhronika,Russia,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No
"
,"March 12, 1993",Eustorgio Colmenares,Male,Colombia,La Opinión,Colombia,Print,"Editor, Publisher","Corruption, Politics",No,Local,Political Group,Murder,Yes,No,No,"No
"
